FileOrder,ModelName,ModelPath,PatternType,SpeciesG_PD_Vertices,SpeciesG_PD_Edges,SpeciesG_PD_InDegreeMIN,SpeciesG_PD_InDegreeMEAN,SpeciesG_PD_InDegreeMAX,SpeciesG_PD_InDegreeSUM,SpeciesG_PD_OutDegreeMIN,SpeciesG_PD_OutDegreeMEAN,SpeciesG_PD_OutDegreeMAX,SpeciesG_PD_OutDegreeSUM,SpeciesG_PD_TotalDegreeMIN,SpeciesG_PD_TotalDegreeMEAN,SpeciesG_PD_TotalDegreeMAX,SpeciesG_PD_TotalDegreeSUM,SpeciesG_PD_Density,SpeciesG_PD_Reciprocity,SpeciesG_PD_WeakComponents,SpeciesG_PUD_UNDIRECTEDBiconnectedComponents,SpeciesG_PUD_UNDIRECTEDArticulationPoints,ReactionG_PD_Vertices,ReactionG_PD_Edges,ReactionG_PD_InDegreeMIN,ReactionG_PD_InDegreeMEAN,ReactionG_PD_InDegreeMAX,ReactionG_PD_InDegreeSUM,ReactionG_PD_OutDegreeMIN,ReactionG_PD_OutDegreeMEAN,ReactionG_PD_OutDegreeMAX,ReactionG_PD_OutDegreeSUM,ReactionG_PD_TotalDegreeMIN,ReactionG_PD_TotalDegreeMEAN,ReactionG_PD_TotalDegreeMAX,ReactionG_PD_TotalDegreeSUM,ReactionG_PD_Density,ReactionG_PD_Reciprocity,ReactionG_PD_WeakComponents,ReactionG_PUD_UNDIRECTEDBiconnectedComponents,ReactionG_PUD_UNDIRECTEDArticulationPoints,NG_NumOfConstantSpecies,NG_NumOfNONConstantSpecies,NG_Species_X_Reactions,NG_UpdatesMIN,NG_UpdatesMEAN,NG_UpdatesMAX,NG_UpdatesSUM
63,063_BIOMD0000000411.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/063_BIOMD0000000411.xml.mcp.sbml,WithProbWEAK_UNTIL,10,14,0,1.4,6,14,0,1.4,3,14,1,2.8,6,28,0.14,0.142857143,1,5,4,13,39,1,3,7,39,1,3,6,39,2,4.923076923,11,64,0.230769231,0.717948718,2,4,2,3,7,130,2,2.076923077,3,27
64,064_BIOMD0000000442.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/064_BIOMD0000000442.xml.mcp.sbml,WithProbWEAK_UNTIL,13,12,0,0.923076923,2,12,0,0.923076923,2,12,0,1.846153846,4,24,0.071005917,1,7,1,0,12,32,2,2.666666667,4,32,2,2.666666667,3,32,3,4.333333333,6,52,0.222222222,0.875,4,1,0,0,13,156,2,2,2,24
65,065_BIOMD0000000394.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/065_BIOMD0000000394.xml.mcp.sbml,WithProbWEAK_UNTIL,23,26,0,1.130434783,4,26,0,1.130434783,4,26,0,2.086956522,6,48,0.049149338,0.923076923,12,1,0,19,57,2,3,6,57,2,3,6,57,3,4.631578947,9,88,0.157894737,0.947368421,8,1,0,0,23,437,2,2.263157895,4,43
66,066_BIOMD0000000465.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/066_BIOMD0000000465.xml.mcp.sbml,WithProbWEAK_UNTIL,16,17,0,1.0625,3,17,0,1.0625,3,17,0,2.125,6,34,0.06640625,0.823529412,8,1,0,14,46,1,3.285714286,8,46,1,3.285714286,5,46,1,5.5,11,77,0.234693878,0.760869565,4,1,0,0,16,224,2,2.214285714,3,31
67,067_BIOMD0000000540.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/067_BIOMD0000000540.xml.mcp.sbml,WithProbWEAK_UNTIL,22,11,0,0.5,1,11,0,0.5,2,11,0,1,3,22,0.022727273,0.181818182,12,2,1,11,16,1,1.454545455,3,16,1,1.454545455,3,16,1,1.909090909,5,21,0.132231405,0.9375,9,1,0,1,21,242,2,2,2,22
68,068_BIOMD0000000502.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/068_BIOMD0000000502.xml.mcp.sbml,WithProbWEAK_UNTIL,23,40,0,1.739130435,6,40,0,1.739130435,6,40,0,3.47826087,12,80,0.075614367,0.75,10,4,3,16,106,2,6.625,11,106,2,6.625,11,106,3,11.75,20,188,0.4140625,0.79245283,1,2,1,15,8,368,2,3,4,48
69,069_BIOMD0000000523.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/069_BIOMD0000000523.xml.mcp.sbml,WithProbWEAK_UNTIL,18,19,0,1.055555556,4,19,0,1.055555556,4,19,0,2.111111111,6,38,0.058641975,0.105263158,6,4,3,13,43,1,3.307692308,7,43,1,3.307692308,6,43,1,5.538461538,11,72,0.25443787,0.604651163,4,1,0,0,18,234,2,2.461538462,3,32
70,070_BIOMD0000000524.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/070_BIOMD0000000524.xml.mcp.sbml,WithProbWEAK_UNTIL,18,19,0,1.055555556,4,19,0,1.055555556,4,19,0,2.111111111,6,38,0.058641975,0.105263158,6,4,3,13,43,1,3.307692308,7,43,1,3.307692308,6,43,1,5.538461538,11,72,0.25443787,0.604651163,4,1,0,0,18,234,2,2.461538462,3,32
71,071_BIOMD0000000395.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/071_BIOMD0000000395.xml.mcp.sbml,WithProbWEAK_UNTIL,23,38,0,1.652173913,4,38,0,1.652173913,4,38,0,3.217391304,6,74,0.071833648,0.894736842,4,15,9,21,101,2,4.80952381,10,101,2,4.80952381,8,101,3,8.142857143,15,171,0.229024943,0.742574257,3,1,0,0,23,483,2,2.714285714,4,57
72,072_BIOMD0000000547.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/072_BIOMD0000000547.xml.mcp.sbml,WithProbWEAK_UNTIL,14,17,0,1.214285714,3,17,0,1.214285714,4,17,0,2.428571429,7,34,0.086734694,0.823529412,5,5,2,15,56,1,3.733333333,9,56,1,3.733333333,7,56,2,6.4,14,96,0.248888889,0.785714286,4,1,0,3,11,210,2,2.133333333,3,32
73,073_BIOMD0000000398.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/073_BIOMD0000000398.xml.mcp.sbml,WithProbWEAK_UNTIL,27,38,0,1.407407407,4,38,0,1.407407407,4,38,0,2.740740741,8,74,0.0521262,1,9,12,7,24,114,2,4.75,8,114,3,4.75,7,114,4,8.125,14,195,0.197916667,0.728070175,4,1,0,0,27,648,2,2.583333333,3,62
74,074_BIOMD0000000563.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/074_BIOMD0000000563.xml.mcp.sbml,WithProbWEAK_UNTIL,15,28,1,1.866666667,4,28,0,1.866666667,7,28,1,3.266666667,8,49,0.124444444,0.535714286,1,9,7,17,109,2,6.411764706,13,109,2,6.411764706,12,109,4,11.11764706,21,189,0.37716263,0.688073394,1,1,0,5,10,255,2,2.647058824,3,45
75,075_BIOMD0000000429.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/075_BIOMD0000000429.xml.mcp.sbml,WithProbWEAK_UNTIL,20,19,0,0.95,2,19,0,0.95,2,19,0,1.9,4,38,0.0475,0.736842105,8,3,2,17,42,1,2.470588235,6,42,1,2.470588235,4,42,2,3.882352941,8,66,0.14532872,0.80952381,6,1,0,6,14,340,2,2.117647059,3,36
76,076_BIOMD0000000500.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/076_BIOMD0000000500.xml.mcp.sbml,WithProbWEAK_UNTIL,14,60,1,4.285714286,12,60,1,4.285714286,12,60,2,8.571428571,24,120,0.306122449,1,1,4,3,36,520,2,14.44444444,32,520,4,14.44444444,21,520,6,27.55555556,51,992,0.401234568,0.615384615,1,1,0,0,14,504,2,2.666666667,3,96
77,077_BIOMD0000000530.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/077_BIOMD0000000530.xml.mcp.sbml,WithProbWEAK_UNTIL,21,25,0,1.19047619,4,25,0,1.19047619,4,25,0,2.380952381,8,50,0.056689342,0.56,5,10,6,17,92,1,5.411764706,20,92,1,5.411764706,12,92,2,9.588235294,29,163,0.3183391,0.619565217,2,1,0,11,10,357,2,2.470588235,4,42
78,078_BIOMD0000000525.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/078_BIOMD0000000525.xml.mcp.sbml,WithProbWEAK_UNTIL,18,28,0,1.555555556,7,28,0,1.555555556,6,28,0,3.111111111,9,56,0.086419753,0.071428571,6,4,3,19,109,1,5.736842105,10,109,1,5.736842105,9,109,1,10.42105263,17,198,0.301939058,0.605504587,4,1,0,0,18,342,2,2.473684211,3,47
79,079_BIOMD0000000526.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/079_BIOMD0000000526.xml.mcp.sbml,WithProbWEAK_UNTIL,18,28,0,1.555555556,7,28,0,1.555555556,6,28,0,3.111111111,9,56,0.086419753,0.071428571,6,4,3,19,109,1,5.736842105,10,109,1,5.736842105,9,109,1,10.42105263,17,198,0.301939058,0.605504587,4,1,0,0,18,342,2,2.473684211,3,47
80,080_BIOMD0000000590.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/080_BIOMD0000000590.xml.mcp.sbml,WithProbWEAK_UNTIL,19,40,1,2.105263158,4,40,1,2.105263158,4,40,2,4.210526316,8,80,0.110803324,1,1,18,9,40,208,2,5.2,8,208,4,5.2,7,208,5,9.4,14,376,0.13,0.730769231,1,1,0,10,9,760,2,2,2,80
81,081_BIOMD0000000495.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/081_BIOMD0000000495.xml.mcp.sbml,WithProbWEAK_UNTIL,14,18,0,1.285714286,3,18,0,1.285714286,3,18,1,2.571428571,5,36,0.091836735,0.222222222,1,8,7,18,62,1,3.444444444,5,62,2,3.444444444,5,62,2,5.888888889,9,106,0.191358025,0.612903226,1,3,2,6,8,252,2,2,2,36
82,082_BIOMD0000000389.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/082_BIOMD0000000389.xml.mcp.sbml,WithProbWEAK_UNTIL,22,55,0,2.5,9,55,0,2.5,8,55,1,5,12,110,0.113636364,0.4,1,5,2,21,134,2,6.380952381,13,134,3,6.380952381,12,134,4,11.19047619,21,235,0.303854875,0.694029851,1,3,2,3,19,462,2,3.19047619,5,67
83,083_BIOMD0000000396.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/083_BIOMD0000000396.xml.mcp.sbml,WithProbWEAK_UNTIL,36,54,0,1.5,4,54,0,1.5,5,54,0,3,9,108,0.041666667,0.962962963,10,19,10,30,148,2,4.933333333,14,148,2,4.933333333,9,148,3,8.466666667,19,254,0.164444444,0.702702703,3,1,0,0,36,1080,2,2.8,5,84
84,084_BIOMD0000000570.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/084_BIOMD0000000570.xml.mcp.sbml,WithProbWEAK_UNTIL,24,44,0,1.833333333,7,44,0,1.833333333,6,44,1,3.666666667,13,88,0.076388889,0.409090909,2,11,9,20,95,1,4.75,10,95,1,4.75,9,95,1,8,16,160,0.2375,0.778947368,3,6,5,11,13,480,2,2.85,4,57
85,085_BIOMD0000000436.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/085_BIOMD0000000436.xml.mcp.sbml,WithProbWEAK_UNTIL,19,22,0,1.157894737,6,22,0,1.157894737,5,22,0,2.315789474,11,44,0.060941828,0,2,17,9,22,105,1,4.772727273,11,105,1,4.772727273,8,105,2,8.545454545,18,188,0.216942149,0.552380952,1,8,7,7,12,418,2,2,2,44
86,086_BIOMD0000000584.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/086_BIOMD0000000584.xml.mcp.sbml,WithProbWEAK_UNTIL,47,16,0,0.340425532,2,16,0,0.340425532,2,16,0,0.680851064,4,32,0.007243096,0.25,33,2,1,14,24,1,1.714285714,4,24,1,1.714285714,3,24,2,2.357142857,5,33,0.12244898,0.708333333,7,1,0,26,21,658,2,2.142857143,3,30
87,087_BIOMD0000000439.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/087_BIOMD0000000439.xml.mcp.sbml,WithProbWEAK_UNTIL,23,36,0,1.565217391,4,36,0,1.565217391,4,36,1,3.130434783,7,72,0.06805293,0.277777778,2,4,3,21,84,1,4,9,84,1,4,7,84,2,6.619047619,13,139,0.19047619,0.702380952,2,2,1,3,20,483,2,2.714285714,4,57
88,088_BIOMD0000000586.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/088_BIOMD0000000586.xml.mcp.sbml,WithProbWEAK_UNTIL,17,37,0,2.176470588,5,37,0,2.176470588,5,37,1,4,9,68,0.128027682,0.648648649,1,9,6,23,152,1,6.608695652,15,152,2,6.608695652,11,152,3,11.7826087,24,271,0.287334594,0.611842105,1,2,1,7,10,391,2,2.608695652,3,60
89,089_BIOMD0000000587.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/089_BIOMD0000000587.xml.mcp.sbml,WithProbWEAK_UNTIL,17,37,0,2.176470588,5,37,0,2.176470588,5,37,1,4,9,68,0.128027682,0.648648649,1,11,6,23,152,1,6.608695652,15,152,2,6.608695652,11,152,3,11.7826087,24,271,0.287334594,0.611842105,1,2,1,7,10,391,2,2.608695652,3,60
90,090_BIOMD0000000444.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/090_BIOMD0000000444.xml.mcp.sbml,WithProbWEAK_UNTIL,23,26,0,1.130434783,3,26,0,1.130434783,3,26,0,2.260869565,6,52,0.049149338,0.692307692,8,1,0,26,87,1,3.346153846,6,87,1,3.346153846,5,87,2,5.692307692,10,148,0.128698225,0.735632184,5,1,0,5,18,598,2,2,2,52
91,091_BIOMD0000000443.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/091_BIOMD0000000443.xml.mcp.sbml,WithProbWEAK_UNTIL,24,26,0,1.083333333,3,26,0,1.083333333,3,26,0,2.166666667,6,52,0.045138889,0.692307692,9,1,0,26,87,1,3.346153846,6,87,1,3.346153846,5,87,2,5.692307692,10,148,0.128698225,0.735632184,5,1,0,5,19,624,2,2,2,52
92,092_BIOMD0000000391.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/092_BIOMD0000000391.xml.mcp.sbml,WithProbWEAK_UNTIL,27,79,0,2.925925926,9,79,0,2.925925926,10,79,0,5.851851852,19,158,0.108367627,0.784810127,2,4,3,32,249,2,7.78125,19,249,2,7.78125,14,249,4,14.09375,30,451,0.243164063,0.702811245,1,1,0,11,16,864,2,2.96875,6,95
93,093_BIOMD0000000467.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/093_BIOMD0000000467.xml.mcp.sbml,WithProbWEAK_UNTIL,20,48,0,2.4,8,48,0,2.4,6,48,0,4.8,10,96,0.12,0.5,4,3,2,32,208,1,6.5,15,208,1,6.5,11,208,1,11.875,23,380,0.203125,0.644230769,2,1,0,1,19,640,2,2.5,3,80
94,094_BIOMD0000000572.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/094_BIOMD0000000572.xml.mcp.sbml,WithProbWEAK_UNTIL,26,93,0,3.576923077,10,93,0,3.576923077,12,93,1,7.153846154,19,186,0.137573964,0.602150538,1,2,1,29,256,2,8.827586207,17,256,2,8.827586207,14,256,3,16,27,464,0.304399524,0.8359375,1,1,0,0,26,754,2,3.448275862,5,100
95,095_BIOMD0000000226.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/095_BIOMD0000000226.xml.mcp.sbml,WithProbWEAK_UNTIL,24,31,0,1.291666667,3,31,0,1.291666667,4,31,1,2.5,7,60,0.053819444,0.258064516,2,11,5,24,103,1,4.291666667,12,103,1,4.291666667,9,103,2,7.333333333,19,176,0.178819444,0.67961165,2,4,3,10,14,576,2,2.291666667,3,55
96,096_BIOMD0000000513.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/096_BIOMD0000000513.xml.mcp.sbml,WithProbWEAK_UNTIL,31,97,0,3.129032258,10,97,0,3.129032258,10,97,0,6.258064516,20,194,0.100936524,0.969072165,4,10,9,39,314,2,8.051282051,16,314,2,8.051282051,14,314,4,14.58974359,28,569,0.20644313,0.856687898,1,1,0,7,24,1209,2,3.025641026,5,118
97,097_BIOMD0000000557.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/097_BIOMD0000000557.xml.mcp.sbml,WithProbWEAK_UNTIL,29,49,0,1.689655172,5,49,0,1.689655172,4,49,0,3.379310345,8,98,0.058263971,0.653061224,8,3,1,31,163,1,5.258064516,14,163,1,5.258064516,7,163,2,9.290322581,19,288,0.169614984,0.63803681,2,1,0,4,25,899,2,2.580645161,3,80
98,098_BIOMD0000000427.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/098_BIOMD0000000427.xml.mcp.sbml,WithProbWEAK_UNTIL,23,73,1,3.173913043,8,73,0,3.173913043,6,73,1,5.608695652,10,129,0.137996219,0.452054795,1,3,2,22,160,4,7.272727273,10,160,3,7.272727273,11,160,6,12,18,264,0.330578512,0.8375,1,1,0,2,21,506,2,3.545454545,4,78
99,099_BIOMD0000000260.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/099_BIOMD0000000260.xml.mcp.sbml,WithProbWEAK_UNTIL,17,29,1,1.705882353,10,29,0,1.705882353,13,29,2,3.411764706,23,58,0.100346021,0.620689655,1,11,1,29,334,2,11.51724138,23,334,1,11.51724138,15,334,2,22.03448276,37,639,0.397146254,0.613772455,1,4,3,0,17,493,2,2,2,58
100,100_BIOMD0000000261.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/100_BIOMD0000000261.xml.mcp.sbml,WithProbWEAK_UNTIL,17,29,1,1.705882353,10,29,0,1.705882353,13,29,2,3.411764706,23,58,0.100346021,0.620689655,1,11,1,29,334,2,11.51724138,23,334,1,11.51724138,15,334,2,22.03448276,37,639,0.397146254,0.613772455,1,4,3,0,17,493,2,2,2,58
101,101_BIOMD0000000259.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/101_BIOMD0000000259.xml.mcp.sbml,WithProbWEAK_UNTIL,17,29,1,1.705882353,10,29,0,1.705882353,13,29,2,3.411764706,23,58,0.100346021,0.620689655,1,11,1,29,334,2,11.51724138,23,334,1,11.51724138,15,334,2,22.03448276,37,639,0.397146254,0.613772455,1,4,3,0,17,493,2,2,2,58
102,102_BIOMD0000000428.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/102_BIOMD0000000428.xml.mcp.sbml,WithProbWEAK_UNTIL,31,104,0,3.35483871,10,104,0,3.35483871,10,104,0,6.709677419,20,208,0.108220604,1,2,12,11,46,352,2,7.652173913,16,352,3,7.652173913,15,352,4,13.86956522,29,638,0.166351607,0.857954545,1,1,0,5,26,1426,2,2.869565217,5,132
103,103_BIOMD0000000475.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/103_BIOMD0000000475.xml.mcp.sbml,WithProbWEAK_UNTIL,23,48,0,2.086956522,4,48,0,2.086956522,4,48,1,4.173913043,7,96,0.09073724,0.541666667,1,5,3,25,119,2,4.76,10,119,3,4.76,6,119,3,8.16,14,204,0.1904,0.605042017,1,2,1,0,23,575,2,2.92,3,73
104,104_BIOMD0000000416.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/104_BIOMD0000000416.xml.mcp.sbml,WithProbWEAK_UNTIL,52,20,0,0.384615385,1,20,0,0.384615385,1,20,0,0.769230769,1,40,0.00739645,0,32,1,0,20,20,1,1,1,20,1,1,1,20,1,1,1,20,0.05,1,20,0,0,20,32,1040,2,2,2,40
105,105_BIOMD0000000600.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/105_BIOMD0000000600.xml.mcp.sbml,WithProbWEAK_UNTIL,22,36,0,1.636363636,4,36,0,1.636363636,4,36,1,3.272727273,7,72,0.074380165,0.666666667,3,6,3,29,127,1,4.379310345,11,127,1,4.379310345,7,127,2,7.620689655,16,221,0.151010702,0.68503937,3,1,0,5,17,638,2,2.24137931,3,65
106,106_BIOMD0000000466.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/106_BIOMD0000000466.xml.mcp.sbml,WithProbWEAK_UNTIL,34,41,0,1.205882353,4,41,0,1.205882353,4,41,0,2.411764706,8,82,0.035467128,0.780487805,12,2,1,34,106,1,3.117647059,9,106,1,3.117647059,7,106,1,5.147058824,14,175,0.091695502,0.764150943,11,1,0,0,34,1156,2,2.205882353,3,75
107,107_BIOMD0000000580.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/107_BIOMD0000000580.xml.mcp.sbml,WithProbWEAK_UNTIL,39,26,0,0.666666667,1,26,0,0.666666667,1,26,0,1.333333333,2,52,0.017094017,0.769230769,25,1,0,26,52,2,2,2,52,2,2,2,52,3,3,3,78,0.076923077,0.884615385,12,1,0,13,26,1014,2,2,2,52
108,108_BIOMD0000000482.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/108_BIOMD0000000482.xml.mcp.sbml,WithProbWEAK_UNTIL,27,78,0,2.888888889,14,78,0,2.888888889,13,78,1,5.222222222,21,141,0.106995885,0.705128205,1,9,7,37,301,1,8.135135135,22,301,3,8.135135135,20,301,3,14.51351351,39,537,0.219868517,0.76744186,1,1,0,4,23,999,2,2.756756757,4,102
109,109_BIOMD0000000409.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/109_BIOMD0000000409.xml.mcp.sbml,WithProbWEAK_UNTIL,25,76,0,3.04,10,76,0,3.04,10,76,0,6.08,20,152,0.1216,1,7,2,1,62,498,4,8.032258065,16,498,4,8.032258065,13,498,7,14.9516129,26,927,0.129552549,0.696787149,5,1,0,12,13,1550,2,2.225806452,3,138
110,110_BIOMD0000000431.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/110_BIOMD0000000431.xml.mcp.sbml,WithProbWEAK_UNTIL,27,84,2,3.111111111,8,84,1,3.111111111,6,84,3,6.222222222,14,168,0.115226337,0.761904762,1,2,1,44,373,3,8.477272727,25,373,3,8.477272727,12,373,5,15.59090909,35,686,0.192665289,0.584450402,1,1,0,0,27,1188,2,2.909090909,3,128
111,111_BIOMD0000000430.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/111_BIOMD0000000430.xml.mcp.sbml,WithProbWEAK_UNTIL,27,88,2,3.259259259,10,88,1,3.259259259,6,88,3,6.518518519,16,176,0.120713306,0.727272727,1,2,1,44,401,2,9.113636364,27,401,5,9.113636364,12,401,7,16.86363636,37,742,0.207128099,0.563591022,1,1,0,0,27,1188,3,3,3,132
112,112_BIOMD0000000541.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/112_BIOMD0000000541.xml.mcp.sbml,WithProbWEAK_UNTIL,37,32,0,0.864864865,3,32,0,0.864864865,3,32,0,1.72972973,5,64,0.023374726,0.625,16,2,1,32,91,1,2.84375,5,91,1,2.84375,6,91,1,4.6875,10,150,0.088867188,0.813186813,14,1,0,7,30,1184,2,2,2,64
113,113_BIOMD0000000481.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/113_BIOMD0000000481.xml.mcp.sbml,WithProbWEAK_UNTIL,42,28,0,0.666666667,1,28,0,0.666666667,1,28,0,1.333333333,2,56,0.015873016,0,14,3,2,28,43,1,1.535714286,2,43,1,1.535714286,2,43,2,2.071428571,3,58,0.054846939,0.651162791,13,2,1,27,15,1176,2,2,2,56
114,114_BIOMD0000000583.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/114_BIOMD0000000583.xml.mcp.sbml,WithProbWEAK_UNTIL,33,34,0,1.03030303,3,34,0,1.03030303,4,34,0,2.03030303,4,67,0.031221304,0.205882353,7,9,7,32,101,1,3.15625,7,101,1,3.15625,8,101,1,5.21875,12,167,0.098632813,0.722772277,6,3,2,14,19,1056,2,2.0625,3,66
115,115_BIOMD0000000449.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/115_BIOMD0000000449.xml.mcp.sbml,WithProbWEAK_UNTIL,27,34,1,1.259259259,2,34,1,1.259259259,2,34,2,2.518518519,4,68,0.046639232,0.764705882,10,1,0,34,93,2,2.735294118,4,93,2,2.735294118,4,93,3,4.470588235,7,152,0.080449827,0.795698925,10,1,0,0,27,918,2,2,2,68
116,116_BIOMD0000000448.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/116_BIOMD0000000448.xml.mcp.sbml,WithProbWEAK_UNTIL,27,34,1,1.259259259,2,34,1,1.259259259,2,34,2,2.518518519,4,68,0.046639232,0.764705882,10,1,0,34,93,2,2.735294118,4,93,2,2.735294118,4,93,3,4.470588235,7,152,0.080449827,0.795698925,10,1,0,0,27,918,2,2,2,68
117,117_BIOMD0000000426.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/117_BIOMD0000000426.xml.mcp.sbml,WithProbWEAK_UNTIL,34,174,0,5.117647059,18,174,0,5.117647059,20,174,0,10.11764706,38,344,0.150519031,0.988505747,3,2,1,57,773,2,13.56140351,36,773,3,13.56140351,30,773,4,25.38596491,63,1447,0.23791936,0.811125485,1,1,0,13,21,1938,2,3.350877193,6,191
118,118_BIOMD0000000447.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/118_BIOMD0000000447.xml.mcp.sbml,WithProbWEAK_UNTIL,30,59,0,1.966666667,11,59,0,1.966666667,7,59,1,3.733333333,16,112,0.065555556,0.440677966,1,20,13,36,257,1,7.138888889,19,257,2,7.138888889,18,257,3,12.86111111,33,463,0.198302469,0.657587549,1,1,0,17,13,1080,2,2.527777778,4,91
119,119_BIOMD0000000392.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/119_BIOMD0000000392.xml.mcp.sbml,WithProbWEAK_UNTIL,54,124,0,2.296296296,9,124,0,2.296296296,12,124,0,4.592592593,21,248,0.042524005,0.887096774,19,8,7,49,436,2,8.897959184,29,436,2,8.897959184,23,436,3,16.24489796,49,796,0.181591004,0.683486239,2,1,0,31,23,2646,2,3.12244898,6,153
120,120_BIOMD0000000581.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/120_BIOMD0000000581.xml.mcp.sbml,WithProbWEAK_UNTIL,28,82,0,2.928571429,8,82,0,2.928571429,9,82,0,5.285714286,14,148,0.104591837,0.463414634,2,4,2,32,242,2,7.5625,14,242,2,7.5625,14,242,3,13.0625,25,418,0.236328125,0.760330579,1,1,0,3,25,896,2,3.0625,4,98
121,121_BIOMD0000000397.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/121_BIOMD0000000397.xml.mcp.sbml,WithProbWEAK_UNTIL,50,135,0,2.7,16,135,0,2.7,16,135,0,5.4,32,270,0.054,0.977777778,3,24,15,55,326,2,5.927272727,16,326,2,5.927272727,22,326,4,10.32727273,32,568,0.107768595,0.711656442,2,1,0,0,50,2750,2,3.054545455,8,168
122,122_BIOMD0000000404.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/122_BIOMD0000000404.xml.mcp.sbml,WithProbWEAK_UNTIL,29,122,0,4.206896552,11,122,0,4.206896552,10,122,0,8.344827586,21,242,0.145065398,0.918032787,2,4,3,60,801,2,13.35,33,801,2,13.35,21,801,3,25.18333333,52,1511,0.2225,0.605493134,1,2,1,3,26,1740,2,2.966666667,4,178
123,123_BIOMD0000000434.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/123_BIOMD0000000434.xml.mcp.sbml,WithProbWEAK_UNTIL,34,36,0,1.058823529,8,36,0,1.058823529,4,36,0,2.117647059,12,72,0.031141869,0.277777778,10,16,7,35,157,1,4.485714286,12,157,1,4.485714286,8,157,2,7.942857143,17,278,0.128163265,0.573248408,3,5,3,8,26,1190,2,2.028571429,3,71
124,124_BIOMD0000000476.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/124_BIOMD0000000476.xml.mcp.sbml,WithProbWEAK_UNTIL,43,41,0,0.953488372,2,41,0,0.953488372,3,41,1,1.906976744,5,82,0.022174148,0.243902439,11,2,1,41,114,1,2.780487805,5,114,1,2.780487805,6,114,2,4.56097561,10,187,0.067816776,0.728070175,11,1,0,27,16,1763,2,2,2,82
