FileOrder,ModelName,ModelPath,PatternType,SpeciesG_PD_Vertices,SpeciesG_PD_Edges,SpeciesG_PD_InDegreeMIN,SpeciesG_PD_InDegreeMEAN,SpeciesG_PD_InDegreeMAX,SpeciesG_PD_InDegreeSUM,SpeciesG_PD_OutDegreeMIN,SpeciesG_PD_OutDegreeMEAN,SpeciesG_PD_OutDegreeMAX,SpeciesG_PD_OutDegreeSUM,SpeciesG_PD_TotalDegreeMIN,SpeciesG_PD_TotalDegreeMEAN,SpeciesG_PD_TotalDegreeMAX,SpeciesG_PD_TotalDegreeSUM,SpeciesG_PD_Density,SpeciesG_PD_Reciprocity,SpeciesG_PD_WeakComponents,SpeciesG_PUD_UNDIRECTEDBiconnectedComponents,SpeciesG_PUD_UNDIRECTEDArticulationPoints,ReactionG_PD_Vertices,ReactionG_PD_Edges,ReactionG_PD_InDegreeMIN,ReactionG_PD_InDegreeMEAN,ReactionG_PD_InDegreeMAX,ReactionG_PD_InDegreeSUM,ReactionG_PD_OutDegreeMIN,ReactionG_PD_OutDegreeMEAN,ReactionG_PD_OutDegreeMAX,ReactionG_PD_OutDegreeSUM,ReactionG_PD_TotalDegreeMIN,ReactionG_PD_TotalDegreeMEAN,ReactionG_PD_TotalDegreeMAX,ReactionG_PD_TotalDegreeSUM,ReactionG_PD_Density,ReactionG_PD_Reciprocity,ReactionG_PD_WeakComponents,ReactionG_PUD_UNDIRECTEDBiconnectedComponents,ReactionG_PUD_UNDIRECTEDArticulationPoints,NG_NumOfConstantSpecies,NG_NumOfNONConstantSpecies,NG_Species_X_Reactions,NG_UpdatesMIN,NG_UpdatesMEAN,NG_UpdatesMAX,NG_UpdatesSUM
61,57_BIOMD0000000098.xml.ssa,./models/sbml/test/all/57_BIOMD0000000098.xml.ssa.sbml,WithProbWEAK_UNTIL,1147,260,35856,35856,35856,35856,35856,35856,35856,35856,35856,35856,35856,35856,2304,16479,61993,367323,349267,696,169,35520,35520,35520,35520,35520,35520,35520,35520,35520,35520,35520,35520,3489,56746,130258,130426,119988,8857,8857,2950,40646,40646,40646,40646
62,61_BIOMD0000000310.xml.ssa,./models/sbml/test/all/61_BIOMD0000000310.xml.ssa.sbml,WithProbWEAK_UNTIL,890,229,29987,29987,29987,29987,29987,29987,29987,29987,29987,29987,29987,29987,3426,19814,166414,276402,262418,546,195,29813,29813,29813,29813,29813,29813,29813,29813,29813,29813,29813,29813,2110,23010,50821,157483,127050,9588,9588,3054,36922,36922,36922,36922
63,65_BIOMD0000000077.xml.ssa,./models/sbml/test/all/65_BIOMD0000000077.xml.ssa.sbml,WithProbWEAK_UNTIL,842,206,46042,46042,46042,46042,46042,46042,46042,46042,46042,46042,46042,46042,4375,30623,58298,548651,521915,539,172,25690,25690,25690,25690,25690,25690,25690,25690,25690,25690,25690,25690,2042,14402,43203,261592,248947,11932,11932,2659,35921,35921,35921,35921
64,72_BIOMD0000000361.xml.ssa,./models/sbml/test/all/72_BIOMD0000000361.xml.ssa.sbml,WithProbWEAK_UNTIL,858,215,36847,36847,36847,36847,36847,36847,36847,36847,36847,36847,36847,36847,2960,37653,61236,467563,448041,586,302,28658,28658,28658,28658,28658,28658,28658,28658,28658,28658,28658,28658,3709,34620,64720,104521,99624,9970,9970,2684,29603,29603,29603,29603
65,63_BIOMD0000000207.xml.ssa,./models/sbml/test/all/63_BIOMD0000000207.xml.ssa.sbml,WithProbWEAK_UNTIL,828,122,29888,29888,29888,29888,29888,29888,29888,29888,29888,29888,29888,29888,6237,11986,42009,271955,259372,478,155,18546,18546,18546,18546,18546,18546,18546,18546,18546,18546,18546,18546,2045,18215,23585,90450,82580,4549,4549,1824,15663,15663,15663,15663
66,64_BIOMD0000000029.xml.ssa,./models/sbml/test/all/64_BIOMD0000000029.xml.ssa.sbml,WithProbWEAK_UNTIL,571,132,16708,16708,16708,16708,16708,16708,16708,16708,16708,16708,16708,16708,1879,14562,42188,146490,131224,426,132,42099,42099,42099,42099,42099,42099,42099,42099,42099,42099,42099,42099,2349,53215,47217,141957,131695,6891,6891,2645,40146,40146,40146,40146
67,71_MODEL5974712823.xml.ssa,./models/sbml/test/all/71_MODEL5974712823.xml.ssa.sbml,WithProbWEAK_UNTIL,864,165,59420,59420,59420,59420,59420,59420,59420,59420,59420,59420,59420,59420,2941,26948,40243,408268,339591,659,205,31949,31949,31949,31949,31949,31949,31949,31949,31949,31949,31949,31949,2709,32682,45467,165660,151070,10362,10362,2844,92162,92162,92162,92162
68,67_BIOMD0000000308.xml.ssa,./models/sbml/test/all/67_BIOMD0000000308.xml.ssa.sbml,WithProbWEAK_UNTIL,1969,262,62446,62446,62446,62446,62446,62446,62446,62446,62446,62446,62446,62446,3481,22279,88141,486035,456670,726,184,37394,37394,37394,37394,37394,37394,37394,37394,37394,37394,37394,37394,4361,23818,55492,159522,136503,17897,17897,5610,39343,39343,39343,39343
69,68_BIOMD0000000157.xml.ssa,./models/sbml/test/all/68_BIOMD0000000157.xml.ssa.sbml,WithProbWEAK_UNTIL,961,166,50798,50798,50798,50798,50798,50798,50798,50798,50798,50798,50798,50798,3696,33845,72655,203956,190313,513,170,18436,18436,18436,18436,18436,18436,18436,18436,18436,18436,18436,18436,2044,15862,23020,101397,92547,9289,9289,2603,26278,26278,26278,26278
70,70_BIOMD0000000159.xml.ssa,./models/sbml/test/all/70_BIOMD0000000159.xml.ssa.sbml,WithProbWEAK_UNTIL,874,240,24287,24287,24287,24287,24287,24287,24287,24287,24287,24287,24287,24287,2817,17609,50571,265486,251491,459,145,25823,25823,25823,25823,25823,25823,25823,25823,25823,25823,25823,25823,2130,16242,34451,64565,57204,5900,5900,2057,14928,14928,14928,14928
71,69_BIOMD0000000158.xml.ssa,./models/sbml/test/all/69_BIOMD0000000158.xml.ssa.sbml,WithProbWEAK_UNTIL,809,162,33721,33721,33721,33721,33721,33721,33721,33721,33721,33721,33721,33721,2506,26912,69297,275186,253504,458,161,18776,18776,18776,18776,18776,18776,18776,18776,18776,18776,18776,18776,2160,22004,66832,76156,62187,5376,5376,1861,12715,12715,12715,12715
72,66_BIOMD0000000321.xml.ssa,./models/sbml/test/all/66_BIOMD0000000321.xml.ssa.sbml,WithProbWEAK_UNTIL,661,104,22772,22772,22772,22772,22772,22772,22772,22772,22772,22772,22772,22772,4850,11438,66510,605173,557099,461,153,19308,19308,19308,19308,19308,19308,19308,19308,19308,19308,19308,19308,1611,26876,42598,397832,379985,8919,8919,2564,24850,24850,24850,24850
73,73_BIOMD0000000224.xml.ssa,./models/sbml/test/all/73_BIOMD0000000224.xml.ssa.sbml,WithProbWEAK_UNTIL,925,217,45820,45820,45820,45820,45820,45820,45820,45820,45820,45820,45820,45820,2418,41830,69441,122965,105078,544,199,31592,31592,31592,31592,31592,31592,31592,31592,31592,31592,31592,31592,2371,22058,45493,87668,72598,10907,10907,2697,22753,22753,22753,22753
74,78_MODEL4968912141.xml.ssa,./models/sbml/test/all/78_MODEL4968912141.xml.ssa.sbml,WithProbWEAK_UNTIL,923,292,33769,33769,33769,33769,33769,33769,33769,33769,33769,33769,33769,33769,3969,17137,40288,495046,471225,556,157,22470,22470,22470,22470,22470,22470,22470,22470,22470,22470,22470,22470,23398,15594,22571,86636,78730,11867,11867,2262,12548,12548,12548,12548
75,75_BIOMD0000000079.xml.ssa,./models/sbml/test/all/75_BIOMD0000000079.xml.ssa.sbml,WithProbWEAK_UNTIL,1322,195,32070,32070,32070,32070,32070,32070,32070,32070,32070,32070,32070,32070,3486,12656,39317,222465,207713,567,140,23584,23584,23584,23584,23584,23584,23584,23584,23584,23584,23584,23584,1540,13351,23468,56816,49550,11410,11410,1916,12712,12712,12712,12712
76,74_BIOMD0000000039.xml.ssa,./models/sbml/test/all/74_BIOMD0000000039.xml.ssa.sbml,WithProbWEAK_UNTIL,1031,235,30154,30154,30154,30154,30154,30154,30154,30154,30154,30154,30154,30154,3463,27655,52271,495827,470601,648,260,39510,39510,39510,39510,39510,39510,39510,39510,39510,39510,39510,39510,3326,42003,40198,188738,177518,9882,9882,2788,17188,17188,17188,17188
77,76_BIOMD0000000148.xml.ssa,./models/sbml/test/all/76_BIOMD0000000148.xml.ssa.sbml,WithProbWEAK_UNTIL,887,126,40817,40817,40817,40817,40817,40817,40817,40817,40817,40817,40817,40817,4572,19222,58484,280850,265617,628,146,31152,31152,31152,31152,31152,31152,31152,31152,31152,31152,31152,31152,2314,25031,45080,104111,89091,13700,13700,3002,26460,26460,26460,26460
78,77_BIOMD0000000317.xml.ssa,./models/sbml/test/all/77_BIOMD0000000317.xml.ssa.sbml,WithProbWEAK_UNTIL,869,350,258271,258271,258271,258271,258271,258271,258271,258271,258271,258271,258271,258271,4766,22402,51612,369220,341356,581,149,30980,30980,30980,30980,30980,30980,30980,30980,30980,30980,30980,30980,2039,22380,44720,90618,79331,11271,11271,2557,22220,22220,22220,22220
79,81_MODEL8102792069.xml.ssa,./models/sbml/test/all/81_MODEL8102792069.xml.ssa.sbml,WithProbWEAK_UNTIL,731,169,29236,29236,29236,29236,29236,29236,29236,29236,29236,29236,29236,29236,4513,26907,52041,280429,261473,657,167,28181,28181,28181,28181,28181,28181,28181,28181,28181,28181,28181,28181,2277,18785,47369,81069,67449,10583,10583,16834,26133,26133,26133,26133
80,79_BIOMD0000000045.xml.ssa,./models/sbml/test/all/79_BIOMD0000000045.xml.ssa.sbml,WithProbWEAK_UNTIL,880,201,33870,33870,33870,33870,33870,33870,33870,33870,33870,33870,33870,33870,5034,21276,50272,364419,345363,756,165,42568,42568,42568,42568,42568,42568,42568,42568,42568,42568,42568,42568,1749,91553,57397,245594,235786,9925,9925,2548,26524,26524,26524,26524
81,82_BIOMD0000000043.xml.ssa,./models/sbml/test/all/82_BIOMD0000000043.xml.ssa.sbml,WithProbWEAK_UNTIL,823,117,31804,31804,31804,31804,31804,31804,31804,31804,31804,31804,31804,31804,3748,20887,70523,453393,417863,1691,374,67581,67581,67581,67581,67581,67581,67581,67581,67581,67581,67581,67581,8205,62092,104404,230274,177175,11009,11009,2728,32029,32029,32029,32029
82,86_BIOMD0000000080.xml.ssa,./models/sbml/test/all/86_BIOMD0000000080.xml.ssa.sbml,WithProbWEAK_UNTIL,1045,252,46728,46728,46728,46728,46728,46728,46728,46728,46728,46728,46728,46728,3032,126458,43006,663442,619845,603,200,32129,32129,32129,32129,32129,32129,32129,32129,32129,32129,32129,32129,3327,12449,40120,296811,283827,13302,13302,2690,31232,31232,31232,31232
83,80_BIOMD0000000323.xml.ssa,./models/sbml/test/all/80_BIOMD0000000323.xml.ssa.sbml,WithProbWEAK_UNTIL,899,161,27911,27911,27911,27911,27911,27911,27911,27911,27911,27911,27911,27911,2460,27652,99418,610541,586571,456,134,18351,18351,18351,18351,18351,18351,18351,18351,18351,18351,18351,18351,3306,28788,27133,119188,110930,5073,5073,1841,12800,12800,12800,12800
84,83_BIOMD0000000113.xml.ssa,./models/sbml/test/all/83_BIOMD0000000113.xml.ssa.sbml,WithProbWEAK_UNTIL,788,216,39112,39112,39112,39112,39112,39112,39112,39112,39112,39112,39112,39112,2711,17533,33224,419060,399483,561,220,33730,33730,33730,33730,33730,33730,33730,33730,33730,33730,33730,33730,3019,18644,37757,143167,134443,9944,9944,2517,26351,26351,26351,26351
85,88_BIOMD0000000082.xml.ssa,./models/sbml/test/all/88_BIOMD0000000082.xml.ssa.sbml,WithProbWEAK_UNTIL,747,178,39513,39513,39513,39513,39513,39513,39513,39513,39513,39513,39513,39513,2004,12056,51581,562350,533363,516,189,29206,29206,29206,29206,29206,29206,29206,29206,29206,29206,29206,29206,2848,11007,23585,215758,203803,19005,19005,2525,24592,24592,24592,24592
86,85_BIOMD0000000004.xml.ssa,./models/sbml/test/all/85_BIOMD0000000004.xml.ssa.sbml,WithProbWEAK_UNTIL,782,151,23356,23356,23356,23356,23356,23356,23356,23356,23356,23356,23356,23356,5008,9714,36669,242639,227659,423,158,19583,19583,19583,19583,19583,19583,19583,19583,19583,19583,19583,19583,2681,20093,45093,65695,58067,10196,10196,2168,17046,17046,17046,17046
87,84_BIOMD0000000184.xml.ssa,./models/sbml/test/all/84_BIOMD0000000184.xml.ssa.sbml,WithProbWEAK_UNTIL,764,238,25089,25089,25089,25089,25089,25089,25089,25089,25089,25089,25089,25089,4968,9669,34636,314812,296057,577,178,26159,26159,26159,26159,26159,26159,26159,26159,26159,26159,26159,26159,2642,17117,26898,93422,85821,9209,9209,2283,13809,13809,13809,13809
88,87_MODEL1008060001.xml.ssa,./models/sbml/test/all/87_MODEL1008060001.xml.ssa.sbml,WithProbWEAK_UNTIL,817,180,21441,21441,21441,21441,21441,21441,21441,21441,21441,21441,21441,21441,1979,9258,52424,210000,195607,554,192,28729,28729,28729,28729,28729,28729,28729,28729,28729,28729,28729,28729,1575,20511,36002,135395,127250,7659,7659,2301,15493,15493,15493,15493
89,89_BIOMD0000000296.xml.ssa,./models/sbml/test/all/89_BIOMD0000000296.xml.ssa.sbml,WithProbWEAK_UNTIL,699,190,44414,44414,44414,44414,44414,44414,44414,44414,44414,44414,44414,44414,2477,7750,26448,104618,95208,667,211,24639,24639,24639,24639,24639,24639,24639,24639,24639,24639,24639,24639,1667,18422,47826,479501,452924,8390,8390,2055,17057,17057,17057,17057
90,90_BIOMD0000000003.xml.ssa,./models/sbml/test/all/90_BIOMD0000000003.xml.ssa.sbml,WithProbWEAK_UNTIL,904,198,35335,35335,35335,35335,35335,35335,35335,35335,35335,35335,35335,35335,3006,8411,59187,224847,210566,515,382,29331,29331,29331,29331,29331,29331,29331,29331,29331,29331,29331,29331,2377,11931,30802,75156,66392,11906,11906,2084,14435,14435,14435,14435
91,93_BIOMD0000000193.xml.ssa,./models/sbml/test/all/93_BIOMD0000000193.xml.ssa.sbml,WithProbWEAK_UNTIL,835,137,25047,25047,25047,25047,25047,25047,25047,25047,25047,25047,25047,25047,2255,15644,39834,155766,128813,405,135,25015,25015,25015,25015,25015,25015,25015,25015,25015,25015,25015,25015,1862,25390,28829,117444,108819,11096,11096,2316,16657,16657,16657,16657
92,96_BIOMD0000000284.xml.ssa,./models/sbml/test/all/96_BIOMD0000000284.xml.ssa.sbml,WithProbWEAK_UNTIL,998,290,27087,27087,27087,27087,27087,27087,27087,27087,27087,27087,27087,27087,3224,8540,35765,700153,660529,569,181,28112,28112,28112,28112,28112,28112,28112,28112,28112,28112,28112,28112,1577,13687,27032,558786,528745,12415,12415,2285,16744,16744,16744,16744
93,91_BIOMD0000000125.xml.ssa,./models/sbml/test/all/91_BIOMD0000000125.xml.ssa.sbml,WithProbWEAK_UNTIL,840,245,28024,28024,28024,28024,28024,28024,28024,28024,28024,28024,28024,28024,3330,8265,37491,187981,173585,522,151,24973,24973,24973,24973,24973,24973,24973,24973,24973,24973,24973,24973,1795,10431,23820,64943,57708,18868,18868,2052,13860,13860,13860,13860
94,95_BIOMD0000000084.xml.ssa,./models/sbml/test/all/95_BIOMD0000000084.xml.ssa.sbml,WithProbWEAK_UNTIL,752,284,24806,24806,24806,24806,24806,24806,24806,24806,24806,24806,24806,24806,3144,8975,34592,73043,63615,543,180,24611,24611,24611,24611,24611,24611,24611,24611,24611,24611,24611,24611,1653,10423,26034,52470,45569,9857,9857,2099,14646,14646,14646,14646
95,94_BIOMD0000000167.xml.ssa,./models/sbml/test/all/94_BIOMD0000000167.xml.ssa.sbml,WithProbWEAK_UNTIL,700,192,22865,22865,22865,22865,22865,22865,22865,22865,22865,22865,22865,22865,2385,7884,27057,233237,219437,506,155,24616,24616,24616,24616,24616,24616,24616,24616,24616,24616,24616,24616,1875,13058,24875,243952,227219,8513,8513,3436,13765,13765,13765,13765
96,92_BIOMD0000000044.xml.ssa,./models/sbml/test/all/92_BIOMD0000000044.xml.ssa.sbml,WithProbWEAK_UNTIL,564,156,20401,20401,20401,20401,20401,20401,20401,20401,20401,20401,20401,20401,1966,7263,21988,161047,148690,490,169,27541,27541,27541,27541,27541,27541,27541,27541,27541,27541,27541,27541,1784,17738,29728,157782,143857,9366,9366,2316,30085,30085,30085,30085
97,99_BIOMD0000000069.xml.ssa,./models/sbml/test/all/99_BIOMD0000000069.xml.ssa.sbml,WithProbWEAK_UNTIL,3003,1344,34369,34369,34369,34369,34369,34369,34369,34369,34369,34369,34369,34369,2603,9034,46025,93565,82636,182,93,18483,18483,18483,18483,18483,18483,18483,18483,18483,18483,18483,18483,1840,12081,24089,98794,82961,10784,10784,2505,25810,25810,25810,25810
98,98_BIOMD0000000072.xml.ssa,./models/sbml/test/all/98_BIOMD0000000072.xml.ssa.sbml,WithProbWEAK_UNTIL,250,81,22290,22290,22290,22290,22290,22290,22290,22290,22290,22290,22290,22290,1869,9738,31791,691887,643438,345,155,39243,39243,39243,39243,39243,39243,39243,39243,39243,39243,39243,39243,2743,22564,41532,282465,262166,8993,8993,1777,24652,24652,24652,24652
99,97_MODEL9200487367.xml.ssa,./models/sbml/test/all/97_MODEL9200487367.xml.ssa.sbml,WithProbWEAK_UNTIL,267,115,20435,20435,20435,20435,20435,20435,20435,20435,20435,20435,20435,20435,2516,7984,29931,88679,78820,186,100,20628,20628,20628,20628,20628,20628,20628,20628,20628,20628,20628,20628,1398,30898,24091,100278,92033,4606,4606,1711,13179,13179,13179,13179
100,100_BIOMD0000000306.xml.ssa,./models/sbml/test/all/100_BIOMD0000000306.xml.ssa.sbml,WithProbWEAK_UNTIL,274,119,25501,25501,25501,25501,25501,25501,25501,25501,25501,25501,25501,25501,3905,8601,40356,193025,177891,182,88,21442,21442,21442,21442,21442,21442,21442,21442,21442,21442,21442,21442,1536,14889,25185,64697,56979,5393,5393,1926,13997,13997,13997,13997
101,104_MODEL8236520494.xml.ssa,./models/sbml/test/all/104_MODEL8236520494.xml.ssa.sbml,WithProbWEAK_UNTIL,255,80,28407,28407,28407,28407,28407,28407,28407,28407,28407,28407,28407,28407,2311,6896,45438,76378,63585,288,92,21171,21171,21171,21171,21171,21171,21171,21171,21171,21171,21171,21171,3168,6089,43603,9935,9147,7339,7339,1604,12037,12037,12037,12037
102,102_BIOMD0000000066.xml.ssa,./models/sbml/test/all/102_BIOMD0000000066.xml.ssa.sbml,WithProbWEAK_UNTIL,234,133,25702,25702,25702,25702,25702,25702,25702,25702,25702,25702,25702,25702,2553,16981,34435,272321,255491,178,82,21102,21102,21102,21102,21102,21102,21102,21102,21102,21102,21102,21102,2443,18999,28838,199625,185190,12268,12268,2600,31822,31822,31822,31822
103,101_BIOMD0000000357.xml.ssa,./models/sbml/test/all/101_BIOMD0000000357.xml.ssa.sbml,WithProbWEAK_UNTIL,365,160,39961,39961,39961,39961,39961,39961,39961,39961,39961,39961,39961,39961,3533,27250,57163,228228,207454,345,190,43331,43331,43331,43331,43331,43331,43331,43331,43331,43331,43331,43331,2760,67795,64865,224801,207940,13011,13011,2973,36573,36573,36573,36573
104,103_BIOMD0000000005.xml.ssa,./models/sbml/test/all/103_BIOMD0000000005.xml.ssa.sbml,WithProbWEAK_UNTIL,515,413,72723,72723,72723,72723,72723,72723,72723,72723,72723,72723,72723,72723,4532,59908,64098,182899,163130,475,148,44904,44904,44904,44904,44904,44904,44904,44904,44904,44904,44904,44904,4588,29472,73432,208323,189858,18099,18099,6369,33597,33597,33597,33597
105,110_BIOMD0000000358.xml.ssa,./models/sbml/test/all/110_BIOMD0000000358.xml.ssa.sbml,WithProbWEAK_UNTIL,561,221,53482,53482,53482,53482,53482,53482,53482,53482,53482,53482,53482,53482,5897,15438,69969,488913,455657,286,195,30201,30201,30201,30201,30201,30201,30201,30201,30201,30201,30201,30201,2014,12160,37211,185849,172827,13345,13345,2263,16138,16138,16138,16138
106,111_BIOMD0000000366.xml.ssa,./models/sbml/test/all/111_BIOMD0000000366.xml.ssa.sbml,WithProbWEAK_UNTIL,456,176,42534,42534,42534,42534,42534,42534,42534,42534,42534,42534,42534,42534,4916,14354,56256,853390,788145,306,206,42481,42481,42481,42481,42481,42481,42481,42481,42481,42481,42481,42481,2292,16712,45926,226453,213103,8736,8736,2244,15636,15636,15636,15636
107,107_BIOMD0000000272.xml.ssa,./models/sbml/test/all/107_BIOMD0000000272.xml.ssa.sbml,WithProbWEAK_UNTIL,342,193,37876,37876,37876,37876,37876,37876,37876,37876,37876,37876,37876,37876,2512,9728,34907,526588,494871,266,113,30592,30592,30592,30592,30592,30592,30592,30592,30592,30592,30592,30592,2131,15870,43296,98531,90398,10480,10480,2224,15346,15346,15346,15346
108,105_BIOMD0000000166.xml.ssa,./models/sbml/test/all/105_BIOMD0000000166.xml.ssa.sbml,WithProbWEAK_UNTIL,317,207,24211,24211,24211,24211,24211,24211,24211,24211,24211,24211,24211,24211,2398,8245,39773,173719,159361,239,117,27485,27485,27485,27485,27485,27485,27485,27485,27485,27485,27485,27485,1979,13201,44168,68230,60275,9176,9176,4025,34029,34029,34029,34029
109,106_BIOMD0000000197.xml.ssa,./models/sbml/test/all/106_BIOMD0000000197.xml.ssa.sbml,WithProbWEAK_UNTIL,274,179,22089,22089,22089,22089,22089,22089,22089,22089,22089,22089,22089,22089,6496,10681,32500,354341,325914,440,162,66700,66700,66700,66700,66700,66700,66700,66700,66700,66700,66700,66700,4143,30119,117777,307291,277512,8759,8759,2387,29698,29698,29698,29698
110,108_BIOMD0000000271.xml.ssa,./models/sbml/test/all/108_BIOMD0000000271.xml.ssa.sbml,WithProbWEAK_UNTIL,386,186,27583,27583,27583,27583,27583,27583,27583,27583,27583,27583,27583,27583,2360,12764,40967,422106,392691,339,106,37600,37600,37600,37600,37600,37600,37600,37600,37600,37600,37600,37600,2137,14568,33275,113249,104397,11785,11785,2346,17190,17190,17190,17190
111,109_BIOMD0000000295.xml.ssa,./models/sbml/test/all/109_BIOMD0000000295.xml.ssa.sbml,WithProbWEAK_UNTIL,402,162,30709,30709,30709,30709,30709,30709,30709,30709,30709,30709,30709,30709,3298,8139,37909,189416,173626,307,131,24173,24173,24173,24173,24173,24173,24173,24173,24173,24173,24173,24173,1637,8982,22244,50513,43150,12442,12442,2701,24262,24262,24262,24262
112,113_BIOMD0000000063.xml.ssa,./models/sbml/test/all/113_BIOMD0000000063.xml.ssa.sbml,WithProbWEAK_UNTIL,334,150,27697,27697,27697,27697,27697,27697,27697,27697,27697,27697,27697,27697,2374,12511,34295,552477,518456,271,142,26081,26081,26081,26081,26081,26081,26081,26081,26081,26081,26081,26081,1587,20320,26318,210748,196602,11352,11352,5999,16668,16668,16668,16668
113,112_MODEL8268650277.xml.ssa,./models/sbml/test/all/112_MODEL8268650277.xml.ssa.sbml,WithProbWEAK_UNTIL,312,117,46110,46110,46110,46110,46110,46110,46110,46110,46110,46110,46110,46110,2192,6895,26437,305003,283031,253,232,30329,30329,30329,30329,30329,30329,30329,30329,30329,30329,30329,30329,2224,9301,30888,170844,156932,15403,15403,2090,14843,14843,14843,14843
114,116_BIOMD0000000198.xml.ssa,./models/sbml/test/all/116_BIOMD0000000198.xml.ssa.sbml,WithProbWEAK_UNTIL,338,140,26217,26217,26217,26217,26217,26217,26217,26217,26217,26217,26217,26217,2723,8146,27692,588433,551447,255,124,31030,31030,31030,31030,31030,31030,31030,31030,31030,31030,31030,31030,11820,10868,21834,327666,306711,10766,10766,1891,13699,13699,13699,13699
115,114_MODEL1008060002.xml.ssa,./models/sbml/test/all/114_MODEL1008060002.xml.ssa.sbml,WithProbWEAK_UNTIL,279,138,18834,18834,18834,18834,18834,18834,18834,18834,18834,18834,18834,18834,4361,7021,19434,178726,165230,276,121,35562,35562,35562,35562,35562,35562,35562,35562,35562,35562,35562,35562,1576,16241,26469,127349,118150,7515,7515,2845,16865,16865,16865,16865
116,115_BIOMD0000000016.xml.ssa,./models/sbml/test/all/115_BIOMD0000000016.xml.ssa.sbml,WithProbWEAK_UNTIL,337,163,22247,22247,22247,22247,22247,22247,22247,22247,22247,22247,22247,22247,2942,12428,32391,320130,299626,357,119,31417,31417,31417,31417,31417,31417,31417,31417,31417,31417,31417,31417,1445,19025,28606,133853,124711,10686,10686,4157,19356,19356,19356,19356
117,118_BIOMD0000000041.xml.ssa,./models/sbml/test/all/118_BIOMD0000000041.xml.ssa.sbml,WithProbWEAK_UNTIL,431,257,50931,50931,50931,50931,50931,50931,50931,50931,50931,50931,50931,50931,5344,20507,67109,195664,182336,323,116,29396,29396,29396,29396,29396,29396,29396,29396,29396,29396,29396,29396,2048,13901,26886,329553,309613,12652,12652,2441,18709,18709,18709,18709
118,117_BIOMD0000000360.xml.ssa,./models/sbml/test/all/117_BIOMD0000000360.xml.ssa.sbml,WithProbWEAK_UNTIL,310,230,27506,27506,27506,27506,27506,27506,27506,27506,27506,27506,27506,27506,2692,12361,45836,277391,261142,262,121,29750,29750,29750,29750,29750,29750,29750,29750,29750,29750,29750,29750,1534,13781,28554,133275,124128,25994,25994,2492,20230,20230,20230,20230
119,119_BIOMD0000000359.xml.ssa,./models/sbml/test/all/119_BIOMD0000000359.xml.ssa.sbml,WithProbWEAK_UNTIL,305,175,28841,28841,28841,28841,28841,28841,28841,28841,28841,28841,28841,28841,3002,13716,37239,145330,132402,308,146,25799,25799,25799,25799,25799,25799,25799,25799,25799,25799,25799,25799,1536,14420,24488,184016,174155,11006,11006,2126,17007,17007,17007,17007
120,122_MODEL4816599063.xml.ssa,./models/sbml/test/all/122_MODEL4816599063.xml.ssa.sbml,WithProbWEAK_UNTIL,363,226,30256,30256,30256,30256,30256,30256,30256,30256,30256,30256,30256,30256,3494,10127,49819,416528,390916,301,113,50628,50628,50628,50628,50628,50628,50628,50628,50628,50628,50628,50628,3091,22579,41861,185309,169525,15476,15476,2761,66235,66235,66235,66235
121,121_BIOMD0000000010.xml.ssa,./models/sbml/test/all/121_BIOMD0000000010.xml.ssa.sbml,WithProbWEAK_UNTIL,531,475,40775,40775,40775,40775,40775,40775,40775,40775,40775,40775,40775,40775,4641,14733,56647,147942,129780,364,308,50170,50170,50170,50170,50170,50170,50170,50170,50170,50170,50170,50170,4320,19638,67270,140478,123398,13894,13894,5507,31923,31923,31923,31923
122,125_BIOMD0000000075.xml.ssa,./models/sbml/test/all/125_BIOMD0000000075.xml.ssa.sbml,WithProbWEAK_UNTIL,277,169,58886,58886,58886,58886,58886,58886,58886,58886,58886,58886,58886,58886,4086,18748,72124,646498,598759,383,197,36246,36246,36246,36246,36246,36246,36246,36246,36246,36246,36246,36246,3346,23119,54160,335087,309364,15241,15241,3205,59365,59365,59365,59365
123,120_BIOMD0000000174.xml.ssa,./models/sbml/test/all/120_BIOMD0000000174.xml.ssa.sbml,WithProbWEAK_UNTIL,363,172,27292,27292,27292,27292,27292,27292,27292,27292,27292,27292,27292,27292,2764,9432,37036,245704,226315,375,124,26570,26570,26570,26570,26570,26570,26570,26570,26570,26570,26570,26570,1945,16733,27886,82030,73473,6859,6859,2605,17094,17094,17094,17094
124,123_BIOMD0000000275.xml.ssa,./models/sbml/test/all/123_BIOMD0000000275.xml.ssa.sbml,WithProbWEAK_UNTIL,375,128,35636,35636,35636,35636,35636,35636,35636,35636,35636,35636,35636,35636,2676,8763,51590,415947,399193,185,138,20070,20070,20070,20070,20070,20070,20070,20070,20070,20070,20070,20070,9837,8914,26300,62404,54741,8473,8473,2475,16333,16333,16333,16333
125,124_BIOMD0000000100.xml.ssa,./models/sbml/test/all/124_BIOMD0000000100.xml.ssa.sbml,WithProbWEAK_UNTIL,328,317,40361,40361,40361,40361,40361,40361,40361,40361,40361,40361,40361,40361,3614,14885,58678,296611,272383,358,330,46189,46189,46189,46189,46189,46189,46189,46189,46189,46189,46189,46189,2986,61215,71016,134092,119653,11761,11761,3264,33386,33386,33386,33386
