FileOrder,ModelName,ModelPath,PatternType,SpeciesG_PD_Vertices,SpeciesG_PD_Edges,SpeciesG_PD_InDegreeMIN,SpeciesG_PD_InDegreeMEAN,SpeciesG_PD_InDegreeMAX,SpeciesG_PD_InDegreeSUM,SpeciesG_PD_OutDegreeMIN,SpeciesG_PD_OutDegreeMEAN,SpeciesG_PD_OutDegreeMAX,SpeciesG_PD_OutDegreeSUM,SpeciesG_PD_TotalDegreeMIN,SpeciesG_PD_TotalDegreeMEAN,SpeciesG_PD_TotalDegreeMAX,SpeciesG_PD_TotalDegreeSUM,SpeciesG_PD_Density,SpeciesG_PD_Reciprocity,SpeciesG_PD_WeakComponents,SpeciesG_PUD_UNDIRECTEDBiconnectedComponents,SpeciesG_PUD_UNDIRECTEDArticulationPoints,ReactionG_PD_Vertices,ReactionG_PD_Edges,ReactionG_PD_InDegreeMIN,ReactionG_PD_InDegreeMEAN,ReactionG_PD_InDegreeMAX,ReactionG_PD_InDegreeSUM,ReactionG_PD_OutDegreeMIN,ReactionG_PD_OutDegreeMEAN,ReactionG_PD_OutDegreeMAX,ReactionG_PD_OutDegreeSUM,ReactionG_PD_TotalDegreeMIN,ReactionG_PD_TotalDegreeMEAN,ReactionG_PD_TotalDegreeMAX,ReactionG_PD_TotalDegreeSUM,ReactionG_PD_Density,ReactionG_PD_Reciprocity,ReactionG_PD_WeakComponents,ReactionG_PUD_UNDIRECTEDBiconnectedComponents,ReactionG_PUD_UNDIRECTEDArticulationPoints,NG_NumOfConstantSpecies,NG_NumOfNONConstantSpecies,NG_Species_X_Reactions,NG_UpdatesMIN,NG_UpdatesMEAN,NG_UpdatesMAX,NG_UpdatesSUM
68,68_BIOMD0000000157.xml.ssa,./models/sbml/test/all/68_BIOMD0000000157.xml.ssa.sbml,WithProbWEAK_UNTIL,7,6,0,0.857142857,2,6,0,0.857142857,2,6,1,1.714285714,3,12,0.12244898,0,2,2,1,6,12,1,2,3,12,1,2,3,12,2,3,4,18,0.333333333,0.666666667,2,1,0,0,7,42,2,2,2,12
69,69_BIOMD0000000158.xml.ssa,./models/sbml/test/all/69_BIOMD0000000158.xml.ssa.sbml,WithProbWEAK_UNTIL,7,6,0,0.857142857,2,6,0,0.857142857,2,6,1,1.714285714,3,12,0.12244898,0,2,2,1,6,12,1,2,3,12,1,2,3,12,2,3,4,18,0.333333333,0.666666667,2,1,0,0,7,42,2,2,2,12
70,70_BIOMD0000000159.xml.ssa,./models/sbml/test/all/70_BIOMD0000000159.xml.ssa.sbml,WithProbWEAK_UNTIL,7,6,0,0.857142857,2,6,0,0.857142857,2,6,1,1.714285714,3,12,0.12244898,0,2,2,1,6,12,1,2,3,12,1,2,3,12,2,3,4,18,0.333333333,0.666666667,2,1,0,0,7,42,2,2,2,12
71,71_MODEL5974712823.xml.ssa,./models/sbml/test/all/71_MODEL5974712823.xml.ssa.sbml,WithProbWEAK_UNTIL,7,8,0,1.142857143,2,8,0,1.142857143,2,8,1,2.285714286,4,16,0.163265306,0.25,2,2,1,6,16,1,2.666666667,5,16,1,2.666666667,3,16,1,4.166666667,6,25,0.444444444,0.6875,2,1,0,0,7,42,2,2.333333333,3,14
72,72_BIOMD0000000361.xml.ssa,./models/sbml/test/all/72_BIOMD0000000361.xml.ssa.sbml,WithProbWEAK_UNTIL,8,9,0,1.125,2,9,0,1.125,2,9,1,2.25,3,18,0.140625,0,1,3,2,5,16,2,3.2,5,16,2,3.2,4,16,3,4.8,6,24,0.64,0.625,1,1,0,0,8,40,2,2.8,3,14
73,73_BIOMD0000000224.xml.ssa,./models/sbml/test/all/73_BIOMD0000000224.xml.ssa.sbml,WithProbWEAK_UNTIL,8,6,0,0.75,1,6,0,0.75,1,6,1,1.5,2,12,0.09375,0.333333333,3,1,0,6,10,1,1.666666667,2,10,1,1.666666667,2,10,2,2.333333333,3,14,0.277777778,0.8,3,1,0,0,8,48,2,2,2,12
74,74_BIOMD0000000039.xml.ssa,./models/sbml/test/all/74_BIOMD0000000039.xml.ssa.sbml,WithProbWEAK_UNTIL,5,9,1,1.8,4,9,1,1.8,3,9,2,3.6,7,18,0.36,0.888888889,1,4,2,7,33,2,4.714285714,9,33,4,4.714285714,5,33,5,8.285714286,12,58,0.673469388,0.727272727,1,1,0,0,5,35,2,2.285714286,3,16
75,75_BIOMD0000000079.xml.ssa,./models/sbml/test/all/75_BIOMD0000000079.xml.ssa.sbml,WithProbWEAK_UNTIL,9,6,0,0.666666667,1,6,0,0.666666667,1,6,1,1.333333333,2,12,0.074074074,0,3,2,1,6,9,1,1.5,2,9,1,1.5,2,9,2,2,2,12,0.25,0.666666667,3,1,0,0,9,54,2,2,2,12
76,76_BIOMD0000000148.xml.ssa,./models/sbml/test/all/76_BIOMD0000000148.xml.ssa.sbml,WithProbWEAK_UNTIL,9,6,0,0.666666667,1,6,0,0.666666667,1,6,1,1.333333333,2,12,0.074074074,0,3,2,1,6,9,1,1.5,2,9,1,1.5,2,9,2,2,2,12,0.25,0.666666667,3,1,0,0,9,54,2,2,2,12
77,77_BIOMD0000000317.xml.ssa,./models/sbml/test/all/77_BIOMD0000000317.xml.ssa.sbml,WithProbWEAK_UNTIL,9,6,0,0.666666667,1,6,0,0.666666667,1,6,1,1.333333333,2,12,0.074074074,0,3,2,1,6,9,1,1.5,2,9,1,1.5,2,9,2,2,2,12,0.25,0.666666667,3,1,0,0,9,54,2,2,2,12
78,78_MODEL4968912141.xml.ssa,./models/sbml/test/all/78_MODEL4968912141.xml.ssa.sbml,WithProbWEAK_UNTIL,8,8,0,1,2,8,0,1,2,8,1,2,3,16,0.125,0,1,4,3,5,11,2,2.2,3,11,2,2.2,3,11,3,3.2,4,16,0.44,0.545454545,1,1,0,0,8,40,2,2.6,3,13
79,79_BIOMD0000000045.xml.ssa,./models/sbml/test/all/79_BIOMD0000000045.xml.ssa.sbml,WithProbWEAK_UNTIL,4,8,1,2,5,8,1,2,3,8,2,4,8,16,0.5,0.75,1,3,1,8,38,2,4.75,8,38,4,4.75,5,38,5,8.5,12,68,0.59375,0.736842105,1,1,0,0,4,32,2,2,2,16
80,80_BIOMD0000000323.xml.ssa,./models/sbml/test/all/80_BIOMD0000000323.xml.ssa.sbml,WithProbWEAK_UNTIL,6,9,1,1.5,2,9,0,1.5,3,9,1,2.5,4,15,0.25,0.333333333,1,4,3,6,24,4,4,4,24,2,4,6,24,5,6.5,8,39,0.666666667,0.625,1,1,0,0,6,36,2,2.5,3,15
81,81_MODEL8102792069.xml.ssa,./models/sbml/test/all/81_MODEL8102792069.xml.ssa.sbml,WithProbWEAK_UNTIL,9,6,0,0.666666667,1,6,0,0.666666667,1,6,1,1.333333333,2,12,0.074074074,0,3,2,1,6,9,1,1.5,2,9,1,1.5,2,9,2,2,2,12,0.25,0.666666667,3,1,0,0,9,54,2,2,2,12
82,82_BIOMD0000000043.xml.ssa,./models/sbml/test/all/82_BIOMD0000000043.xml.ssa.sbml,WithProbWEAK_UNTIL,5,7,1,1.4,3,7,1,1.4,2,7,2,2.8,5,14,0.28,0.857142857,2,2,1,7,22,2,3.142857143,5,22,2,3.142857143,4,22,3,5.285714286,8,37,0.448979592,0.863636364,2,1,0,0,5,35,2,2,2,14
83,83_BIOMD0000000113.xml.ssa,./models/sbml/test/all/83_BIOMD0000000113.xml.ssa.sbml,WithProbWEAK_UNTIL,6,7,0,1.166666667,4,7,0,1.166666667,2,7,1,2.333333333,6,14,0.194444444,0.285714286,2,3,1,7,23,1,3.285714286,6,23,1,3.285714286,4,23,1,5.571428571,9,39,0.469387755,0.739130435,2,1,0,0,6,42,2,2,2,14
84,84_BIOMD0000000184.xml.ssa,./models/sbml/test/all/84_BIOMD0000000184.xml.ssa.sbml,WithProbWEAK_UNTIL,7,7,0,1,3,7,0,1,2,7,1,2,5,14,0.142857143,0.285714286,2,3,1,7,20,1,2.857142857,5,20,1,2.857142857,4,20,2,4.714285714,8,33,0.408163265,0.75,2,1,0,0,7,49,2,2,2,14
85,85_BIOMD0000000004.xml.ssa,./models/sbml/test/all/85_BIOMD0000000004.xml.ssa.sbml,WithProbWEAK_UNTIL,7,7,0,1,2,7,0,1,2,7,1,2,3,14,0.142857143,0.571428571,3,2,1,7,15,1,2.142857143,3,15,2,2.142857143,3,15,3,3.285714286,4,23,0.306122449,0.866666667,3,1,0,0,7,49,2,2,2,14
86,86_BIOMD0000000080.xml.ssa,./models/sbml/test/all/86_BIOMD0000000080.xml.ssa.sbml,WithProbWEAK_UNTIL,10,11,0,1.1,3,11,0,1.1,2,11,1,2.2,4,22,0.11,0,1,5,3,6,16,2,2.666666667,5,16,2,2.666666667,3,16,3,3.833333333,6,23,0.444444444,0.5625,1,2,1,0,10,60,2,2.833333333,3,17
87,87_MODEL1008060001.xml.ssa,./models/sbml/test/all/87_MODEL1008060001.xml.ssa.sbml,WithProbWEAK_UNTIL,5,8,0,1.6,3,8,1,1.6,2,8,1,3.2,4,16,0.32,0.25,1,2,1,8,27,1,3.375,4,27,3,3.375,4,27,3,5.75,7,46,0.421875,0.592592593,1,1,0,0,5,40,2,2,2,16
88,88_BIOMD0000000082.xml.ssa,./models/sbml/test/all/88_BIOMD0000000082.xml.ssa.sbml,WithProbWEAK_UNTIL,10,11,0,1.1,3,11,0,1.1,2,11,1,2.2,4,22,0.11,0,1,5,3,6,16,2,2.666666667,5,16,2,2.666666667,3,16,3,3.833333333,6,23,0.444444444,0.5625,1,2,1,0,10,60,2,2.833333333,3,17
89,89_BIOMD0000000296.xml.ssa,./models/sbml/test/all/89_BIOMD0000000296.xml.ssa.sbml,WithProbWEAK_UNTIL,6,8,0,1.333333333,4,8,0,1.333333333,4,8,2,2.666666667,4,16,0.222222222,0,1,1,0,8,24,2,3,4,24,1,3,5,24,2,5,8,40,0.375,0.833333333,1,5,4,0,6,48,2,2,2,16
90,90_BIOMD0000000003.xml.ssa,./models/sbml/test/all/90_BIOMD0000000003.xml.ssa.sbml,WithProbWEAK_UNTIL,9,7,0,0.777777778,2,7,0,0.777777778,2,7,1,1.555555556,3,14,0.086419753,0,3,2,1,7,13,1,1.857142857,3,13,1,1.857142857,3,13,2,2.714285714,4,19,0.265306122,0.692307692,3,1,0,0,9,63,2,2,2,14
91,91_BIOMD0000000125.xml.ssa,./models/sbml/test/all/91_BIOMD0000000125.xml.ssa.sbml,WithProbWEAK_UNTIL,9,7,0,0.777777778,2,7,0,0.777777778,2,7,1,1.555555556,3,14,0.086419753,0,3,2,1,7,13,1,1.857142857,3,13,1,1.857142857,3,13,2,2.714285714,4,19,0.265306122,0.692307692,3,1,0,0,9,63,2,2,2,14
92,92_BIOMD0000000044.xml.ssa,./models/sbml/test/all/92_BIOMD0000000044.xml.ssa.sbml,WithProbWEAK_UNTIL,6,8,0,1.333333333,3,8,0,1.333333333,2,8,1,2.666666667,5,16,0.222222222,0.5,2,2,1,8,25,1,3.125,5,25,2,3.125,4,25,3,5.25,8,42,0.390625,0.8,2,1,0,0,6,48,2,2,2,16
93,93_BIOMD0000000193.xml.ssa,./models/sbml/test/all/93_BIOMD0000000193.xml.ssa.sbml,WithProbWEAK_UNTIL,8,14,0,1.75,4,14,0,1.75,4,14,2,3.5,7,28,0.21875,0.428571429,1,1,0,6,34,4,5.666666667,7,34,4,5.666666667,7,34,7,9.5,12,57,0.944444444,0.852941176,1,1,0,0,8,48,3,3.166666667,4,19
94,94_BIOMD0000000167.xml.ssa,./models/sbml/test/all/94_BIOMD0000000167.xml.ssa.sbml,WithProbWEAK_UNTIL,7,8,0,1.142857143,3,8,0,1.142857143,4,8,1,2.285714286,4,16,0.163265306,0,1,2,1,7,17,2,2.428571429,3,17,1,2.428571429,4,17,2,3.857142857,6,27,0.346938776,0.882352941,2,3,2,0,7,49,2,2.142857143,3,15
95,95_BIOMD0000000084.xml.ssa,./models/sbml/test/all/95_BIOMD0000000084.xml.ssa.sbml,WithProbWEAK_UNTIL,8,8,1,1,1,8,1,1,1,8,2,2,2,16,0.125,1,4,1,0,8,16,2,2,2,16,2,2,2,16,3,3,3,24,0.25,1,4,1,0,0,8,64,2,2,2,16
96,96_BIOMD0000000284.xml.ssa,./models/sbml/test/all/96_BIOMD0000000284.xml.ssa.sbml,WithProbWEAK_UNTIL,9,8,0,0.888888889,1,8,0,0.888888889,2,8,1,1.777777778,3,16,0.098765432,0,1,8,6,8,17,1,2.125,3,17,1,2.125,3,17,2,3.25,5,26,0.265625,0.588235294,1,6,5,0,9,72,2,2,2,16
97,97_MODEL9200487367.xml.ssa,./models/sbml/test/all/97_MODEL9200487367.xml.ssa.sbml,WithProbWEAK_UNTIL,7,8,0,1.142857143,2,8,0,1.142857143,2,8,1,2.285714286,3,16,0.163265306,0,2,1,0,8,20,2,2.5,3,20,1,2.5,3,20,3,4,5,32,0.3125,0.6,2,1,0,0,7,56,2,2,2,16
98,98_BIOMD0000000072.xml.ssa,./models/sbml/test/all/98_BIOMD0000000072.xml.ssa.sbml,WithProbWEAK_UNTIL,10,10,0,1,2,10,0,1,2,10,1,2,4,20,0.1,0.2,2,5,2,7,18,1,2.571428571,4,18,1,2.571428571,4,18,2,3.857142857,6,27,0.367346939,0.722222222,2,2,1,0,10,70,2,2.428571429,3,17
99,99_BIOMD0000000069.xml.ssa,./models/sbml/test/all/99_BIOMD0000000069.xml.ssa.sbml,WithProbWEAK_UNTIL,10,8,0,0.8,2,8,0,0.8,1,8,1,1.6,2,16,0.08,0,3,1,0,7,13,1,1.857142857,3,13,1,1.857142857,2,13,1,2.571428571,3,18,0.265306122,0.615384615,3,1,0,0,10,70,2,2.142857143,3,15
100,100_BIOMD0000000306.xml.ssa,./models/sbml/test/all/100_BIOMD0000000306.xml.ssa.sbml,WithProbWEAK_UNTIL,8,8,0,1,2,8,0,1,2,8,1,2,4,16,0.125,0.25,3,2,1,8,19,1,2.375,4,19,1,2.375,4,19,2,3.75,5,30,0.296875,0.736842105,3,1,0,0,8,64,2,2,2,16
101,101_BIOMD0000000357.xml.ssa,./models/sbml/test/all/101_BIOMD0000000357.xml.ssa.sbml,WithProbWEAK_UNTIL,9,16,0,1.777777778,4,16,0,1.777777778,4,16,2,3.555555556,8,32,0.197530864,0.5,1,1,0,8,48,2,6,10,48,5,6,7,48,6,10.5,15,84,0.75,0.708333333,1,1,0,0,9,72,3,3,3,24
102,102_BIOMD0000000066.xml.ssa,./models/sbml/test/all/102_BIOMD0000000066.xml.ssa.sbml,WithProbWEAK_UNTIL,11,23,0,2.090909091,5,23,0,2.090909091,6,23,1,4.181818182,6,46,0.190082645,0,1,2,1,7,27,2,3.857142857,5,27,1,3.857142857,5,27,2,6.142857143,8,43,0.551020408,0.851851852,1,2,1,0,11,77,2,3.571428571,5,25
103,103_BIOMD0000000005.xml.ssa,./models/sbml/test/all/103_BIOMD0000000005.xml.ssa.sbml,WithProbWEAK_UNTIL,7,11,1,1.571428571,3,11,1,1.571428571,3,11,2,3.142857143,4,22,0.224489796,0.545454545,1,1,0,9,29,2,3.222222222,6,29,2,3.222222222,5,29,3,5.333333333,9,48,0.358024691,0.75862069,1,1,0,0,7,63,2,2.222222222,3,20
104,104_MODEL8236520494.xml.ssa,./models/sbml/test/all/104_MODEL8236520494.xml.ssa.sbml,WithProbWEAK_UNTIL,14,7,0,0.5,1,7,0,0.5,1,7,1,1,1,14,0.035714286,0,7,1,0,7,7,1,1,1,7,1,1,1,7,1,1,1,7,0.142857143,1,7,0,0,0,14,98,2,2,2,14
105,105_BIOMD0000000166.xml.ssa,./models/sbml/test/all/105_BIOMD0000000166.xml.ssa.sbml,WithProbWEAK_UNTIL,7,9,0,1.285714286,4,9,0,1.285714286,2,9,1,2.571428571,6,18,0.183673469,0.222222222,2,2,1,9,29,2,3.222222222,6,29,1,3.222222222,4,29,3,5.444444444,9,49,0.358024691,0.724137931,2,1,0,0,7,63,2,2,2,18
106,106_BIOMD0000000197.xml.ssa,./models/sbml/test/all/106_BIOMD0000000197.xml.ssa.sbml,WithProbWEAK_UNTIL,5,10,1,2,3,10,0,2,4,10,2,4,7,20,0.4,0.6,1,3,2,10,56,2,5.6,7,56,4,5.6,8,56,6,10.2,14,102,0.56,0.75,1,1,0,0,5,50,2,2,2,20
107,107_BIOMD0000000272.xml.ssa,./models/sbml/test/all/107_BIOMD0000000272.xml.ssa.sbml,WithProbWEAK_UNTIL,8,10,0,1.25,2,10,0,1.25,3,10,1,2.5,5,20,0.15625,0.4,1,6,3,8,30,1,3.75,7,30,2,3.75,5,30,3,6.375,10,51,0.46875,0.7,1,1,0,0,8,64,2,2.25,3,18
108,108_BIOMD0000000271.xml.ssa,./models/sbml/test/all/108_BIOMD0000000271.xml.ssa.sbml,WithProbWEAK_UNTIL,8,11,0,1.375,3,11,0,1.375,4,11,1,2.75,5,22,0.171875,0.363636364,1,5,2,8,32,1,4,8,32,2,4,6,32,3,6.875,11,55,0.5,0.65625,1,1,0,0,8,64,2,2.375,3,19
109,109_BIOMD0000000295.xml.ssa,./models/sbml/test/all/109_BIOMD0000000295.xml.ssa.sbml,WithProbWEAK_UNTIL,11,8,0,0.727272727,1,8,0,0.727272727,2,8,1,1.454545455,3,16,0.066115702,0,3,2,1,8,17,1,2.125,3,17,1,2.125,3,17,2,3.25,4,26,0.265625,0.705882353,3,1,0,0,11,88,2,2,2,16
110,110_BIOMD0000000358.xml.ssa,./models/sbml/test/all/110_BIOMD0000000358.xml.ssa.sbml,WithProbWEAK_UNTIL,11,10,0,0.909090909,3,10,0,0.909090909,2,10,1,1.818181818,4,20,0.082644628,0,2,6,3,8,23,1,2.875,6,23,2,2.875,4,23,2,4.5,7,36,0.359375,0.695652174,2,2,1,0,11,88,2,2.25,4,18
111,111_BIOMD0000000366.xml.ssa,./models/sbml/test/all/111_BIOMD0000000366.xml.ssa.sbml,WithProbWEAK_UNTIL,11,10,0,0.909090909,3,10,0,0.909090909,2,10,1,1.818181818,4,20,0.082644628,0,2,6,3,8,23,1,2.875,6,23,2,2.875,4,23,2,4.5,7,36,0.359375,0.695652174,2,2,1,0,11,88,2,2.25,4,18
112,112_MODEL8268650277.xml.ssa,./models/sbml/test/all/112_MODEL8268650277.xml.ssa.sbml,WithProbWEAK_UNTIL,11,8,0,0.727272727,1,8,0,0.727272727,2,8,1,1.454545455,3,16,0.066115702,0,3,4,2,8,15,1,1.875,3,15,1,1.875,3,15,2,2.75,5,22,0.234375,0.666666667,3,2,1,0,11,88,2,2,2,16
113,113_BIOMD0000000063.xml.ssa,./models/sbml/test/all/113_BIOMD0000000063.xml.ssa.sbml,WithProbWEAK_UNTIL,10,13,0,1.3,2,13,0,1.3,4,13,1,2.6,6,26,0.13,0.153846154,1,6,5,8,41,1,5.125,9,41,2,5.125,8,41,2,8.875,15,71,0.640625,0.707317073,1,2,1,0,10,80,2,2.625,3,21
114,114_MODEL1008060002.xml.ssa,./models/sbml/test/all/114_MODEL1008060002.xml.ssa.sbml,WithProbWEAK_UNTIL,6,10,0,1.666666667,4,10,1,1.666666667,3,10,1,3.333333333,5,20,0.277777778,0.2,1,2,1,10,35,1,3.5,5,35,2,3.5,5,35,3,6,8,60,0.35,0.628571429,1,1,0,0,6,60,2,2,2,20
115,115_BIOMD0000000016.xml.ssa,./models/sbml/test/all/115_BIOMD0000000016.xml.ssa.sbml,WithProbWEAK_UNTIL,6,10,1,1.666666667,2,10,1,1.666666667,3,10,2,3.333333333,5,20,0.277777778,0.8,1,3,2,10,38,2,3.8,5,38,3,3.8,5,38,4,6.6,9,66,0.38,0.736842105,1,1,0,0,6,60,2,2,2,20
116,116_BIOMD0000000198.xml.ssa,./models/sbml/test/all/116_BIOMD0000000198.xml.ssa.sbml,WithProbWEAK_UNTIL,10,10,0,1,2,10,0,1,3,10,1,2,3,20,0.1,0,1,7,5,7,21,2,3,5,21,1,3,5,21,2,4.571428571,8,32,0.428571429,0.761904762,1,4,3,0,10,70,2,2.428571429,3,17
117,117_BIOMD0000000360.xml.ssa,./models/sbml/test/all/117_BIOMD0000000360.xml.ssa.sbml,WithProbWEAK_UNTIL,9,14,0,1.555555556,3,14,0,1.555555556,3,14,1,3.111111111,5,28,0.172839506,0,1,2,1,8,32,2,4,7,32,2,4,6,32,4,6.5,9,52,0.5,0.625,1,1,0,0,9,72,2,2.75,3,22
118,118_BIOMD0000000041.xml.ssa,./models/sbml/test/all/118_BIOMD0000000041.xml.ssa.sbml,WithProbWEAK_UNTIL,10,17,0,1.7,4,17,0,1.7,4,17,2,3.4,5,34,0.17,0.117647059,1,1,0,9,30,2,3.333333333,5,30,1,3.333333333,7,30,2,5.333333333,10,48,0.37037037,0.8,1,3,2,0,10,90,2,2.666666667,4,24
119,119_BIOMD0000000359.xml.ssa,./models/sbml/test/all/119_BIOMD0000000359.xml.ssa.sbml,WithProbWEAK_UNTIL,9,16,0,1.777777778,4,16,0,1.777777778,3,16,2,3.555555556,5,32,0.197530864,0.125,1,1,0,8,35,3,4.375,6,35,1,4.375,6,35,3,7.125,10,57,0.546875,0.714285714,1,1,0,0,9,72,2,2.875,4,23
120,120_BIOMD0000000174.xml.ssa,./models/sbml/test/all/120_BIOMD0000000174.xml.ssa.sbml,WithProbWEAK_UNTIL,8,10,0,1.25,3,10,0,1.25,3,10,1,2.5,5,20,0.15625,0.4,2,3,1,10,36,1,3.6,5,36,2,3.6,4,36,3,6.2,8,62,0.36,0.777777778,2,1,0,0,8,80,2,2,2,20
121,121_BIOMD0000000010.xml.ssa,./models/sbml/test/all/121_BIOMD0000000010.xml.ssa.sbml,WithProbWEAK_UNTIL,8,10,1,1.25,2,10,1,1.25,2,10,2,2.5,4,20,0.15625,1,3,1,0,10,28,2,2.8,4,28,2,2.8,3,28,3,4.6,6,46,0.28,0.857142857,3,1,0,0,8,80,2,2,2,20
122,122_MODEL4816599063.xml.ssa,./models/sbml/test/all/122_MODEL4816599063.xml.ssa.sbml,WithProbWEAK_UNTIL,12,13,0,1.083333333,2,13,0,1.083333333,2,13,1,2.166666667,4,26,0.090277778,0,1,4,2,8,21,2,2.625,4,21,2,2.625,4,21,3,3.875,6,31,0.328125,0.619047619,1,1,0,0,12,96,2,2.625,3,21
123,123_BIOMD0000000275.xml.ssa,./models/sbml/test/all/123_BIOMD0000000275.xml.ssa.sbml,WithProbWEAK_UNTIL,12,9,0,0.75,2,9,0,0.75,2,9,1,1.5,3,18,0.0625,0,4,2,1,9,16,1,1.777777778,3,16,1,1.777777778,3,16,2,2.555555556,4,23,0.197530864,0.6875,4,1,0,0,12,108,2,2,2,18
124,124_BIOMD0000000100.xml.ssa,./models/sbml/test/all/124_BIOMD0000000100.xml.ssa.sbml,WithProbWEAK_UNTIL,9,10,0,1.111111111,3,10,0,1.111111111,2,10,1,2.222222222,5,20,0.12345679,0.4,3,2,1,10,28,1,2.8,5,28,1,2.8,4,28,2,4.6,8,46,0.28,0.785714286,3,1,0,0,9,90,2,2,2,20
125,125_BIOMD0000000075.xml.ssa,./models/sbml/test/all/125_BIOMD0000000075.xml.ssa.sbml,WithProbWEAK_UNTIL,11,13,0,1.181818182,2,13,0,1.181818182,3,13,1,2.363636364,5,26,0.107438017,0.153846154,2,4,3,8,26,1,3.25,7,26,1,3.25,5,26,1,5.25,9,42,0.40625,0.692307692,2,2,1,0,11,88,2,2.625,4,21
126,126_BIOMD0000000322.xml.ssa,./models/sbml/test/all/126_BIOMD0000000322.xml.ssa.sbml,WithProbWEAK_UNTIL,8,14,1,1.75,3,14,0,1.75,5,14,1,2.875,6,23,0.21875,0.5,1,5,4,9,44,4,4.888888889,6,44,2,4.888888889,8,44,5,8.222222222,12,74,0.543209877,0.681818182,1,1,0,0,8,72,2,2.555555556,3,23
127,127_BIOMD0000000112.xml.ssa,./models/sbml/test/all/127_BIOMD0000000112.xml.ssa.sbml,WithProbWEAK_UNTIL,11,11,0,1,2,11,0,1,2,11,1,2,3,22,0.090909091,0,2,2,1,8,17,1,2.125,4,17,1,2.125,3,17,1,3.125,5,25,0.265625,0.529411765,2,1,0,0,11,88,2,2.375,3,19
128,128_MODEL4780441670.xml.ssa,./models/sbml/test/all/128_MODEL4780441670.xml.ssa.sbml,WithProbWEAK_UNTIL,8,11,0,1.375,4,11,0,1.375,3,11,1,2.75,7,22,0.171875,0.181818182,1,5,2,6,24,2,4,6,24,3,4,5,24,4,6.5,8,39,0.666666667,0.625,1,1,0,0,8,48,2,2.833333333,3,17
129,129_BIOMD0000000126.xml.ssa,./models/sbml/test/all/129_BIOMD0000000126.xml.ssa.sbml,WithProbWEAK_UNTIL,9,11,1,1.222222222,2,11,0,1.222222222,2,11,1,2.444444444,4,22,0.135802469,0,1,3,2,11,31,2,2.818181818,4,31,1,2.818181818,4,31,2,4.636363636,6,51,0.256198347,0.548387097,1,2,1,0,9,99,2,2,2,22
130,130_BIOMD0000000300.xml.ssa,./models/sbml/test/all/130_BIOMD0000000300.xml.ssa.sbml,WithProbWEAK_UNTIL,9,10,0,1.111111111,3,10,0,1.111111111,3,10,1,2.222222222,4,20,0.12345679,0,3,2,1,10,27,1,2.7,4,27,2,2.7,4,27,3,4.4,6,44,0.27,0.740740741,3,1,0,0,9,90,2,2,2,20
131,131_BIOMD0000000203.xml.ssa,./models/sbml/test/all/131_BIOMD0000000203.xml.ssa.sbml,WithProbWEAK_UNTIL,10,11,0,1.1,5,11,0,1.1,2,11,1,2.2,5,22,0.11,0,1,7,5,10,22,1,2.2,6,22,1,2.2,5,22,2,3.3,9,33,0.22,0.681818182,3,3,1,0,10,100,2,2.1,3,21
132,132_BIOMD0000000204.xml.ssa,./models/sbml/test/all/132_BIOMD0000000204.xml.ssa.sbml,WithProbWEAK_UNTIL,10,11,0,1.1,5,11,0,1.1,2,11,1,2.2,5,22,0.11,0,1,7,5,10,22,1,2.2,6,22,1,2.2,5,22,2,3.3,9,33,0.22,0.681818182,3,3,1,0,10,100,2,2.1,3,21
133,133_BIOMD0000000325.xml.ssa,./models/sbml/test/all/133_BIOMD0000000325.xml.ssa.sbml,WithProbWEAK_UNTIL,13,13,0,1,3,13,0,1,3,13,1,2,5,26,0.076923077,0.153846154,1,12,5,10,31,1,3.1,7,31,1,3.1,6,31,2,5,11,50,0.31,0.709677419,1,4,3,0,13,130,2,2.3,3,23
134,134_BIOMD0000000168.xml.ssa,./models/sbml/test/all/134_BIOMD0000000168.xml.ssa.sbml,WithProbWEAK_UNTIL,13,10,0,0.769230769,2,10,0,0.769230769,2,10,1,1.538461538,3,20,0.059171598,0,4,2,1,10,18,1,1.8,3,18,1,1.8,3,18,2,2.6,4,26,0.18,0.666666667,4,1,0,0,13,130,2,2,2,20
135,135_BIOMD0000000192.xml.ssa,./models/sbml/test/all/135_BIOMD0000000192.xml.ssa.sbml,WithProbWEAK_UNTIL,12,15,0,1.25,3,15,0,1.25,2,15,1,2.5,4,30,0.104166667,0.133333333,1,4,3,9,25,2,2.777777778,5,25,2,2.777777778,4,25,3,4.222222222,7,38,0.308641975,0.72,1,5,4,0,12,108,2,2.666666667,3,24
136,136_BIOMD0000000116.xml.ssa,./models/sbml/test/all/136_BIOMD0000000116.xml.ssa.sbml,WithProbWEAK_UNTIL,10,10,0,1,2,10,0,1,2,10,1,2,3,20,0.1,0,1,7,6,10,24,1,2.4,3,24,1,2.4,3,24,2,3.8,5,38,0.24,0.583333333,1,3,2,0,10,100,2,2,2,20
137,137_BIOMD0000000186.xml.ssa,./models/sbml/test/all/137_BIOMD0000000186.xml.ssa.sbml,WithProbWEAK_UNTIL,11,20,0,1.818181818,4,20,0,1.818181818,5,20,2,3.636363636,7,40,0.165289256,0.5,1,1,0,9,53,2,5.888888889,8,53,4,5.888888889,8,53,5,10,14,90,0.654320988,0.830188679,1,1,0,0,11,99,3,3.111111111,4,28
